Frame	Phase
00:00:16.720	CleaningCoagulation
00:00:16.740	CleaningCoagulation
00:00:16.760	CleaningCoagulation
00:00:16.780	CleaningCoagulation
00:00:16.800	CleaningCoagulation
00:00:16.820	CleaningCoagulation
00:00:16.840	CleaningCoagulation
00:00:16.860	CleaningCoagulation
00:00:16.880	CleaningCoagulation
00:00:16.900	CleaningCoagulation
00:00:16.920	CleaningCoagulation
00:00:16.940	CleaningCoagulation
00:00:16.960	CleaningCoagulation
00:00:16.980	CleaningCoagulation
00:00:17.000	CleaningCoagulation
00:00:17.020	CleaningCoagulation
00:00:17.040	CleaningCoagulation
00:00:17.060	CleaningCoagulation
00:00:17.080	CleaningCoagulation
00:00:17.100	CleaningCoagulation
00:00:17.120	CleaningCoagulation
00:00:17.140	CleaningCoagulation
00:00:17.160	CleaningCoagulation
00:00:17.180	CleaningCoagulation
00:00:17.200	CleaningCoagulation
00:00:17.220	CleaningCoagulation
00:00:17.240	CleaningCoagulation
00:00:17.260	CleaningCoagulation
00:00:17.280	CleaningCoagulation
00:00:17.300	CleaningCoagulation
00:00:17.320	CleaningCoagulation
00:00:17.340	CleaningCoagulation
00:00:17.360	CleaningCoagulation
00:00:17.380	CleaningCoagulation
00:00:17.400	CleaningCoagulation
00:00:17.420	CleaningCoagulation
00:00:17.440	CleaningCoagulation
00:00:17.460	CleaningCoagulation
00:00:17.480	CleaningCoagulation
00:00:17.500	CleaningCoagulation
00:00:17.520	CleaningCoagulation
00:00:17.540	CleaningCoagulation
00:00:17.560	CleaningCoagulation
00:00:17.580	CleaningCoagulation
00:00:17.600	CleaningCoagulation
00:00:17.620	CleaningCoagulation
00:00:17.640	CleaningCoagulation
00:00:17.660	CleaningCoagulation
00:00:17.680	CleaningCoagulation
00:00:17.700	CleaningCoagulation
00:00:17.720	CleaningCoagulation
00:00:17.740	CleaningCoagulation
00:00:17.760	CleaningCoagulation
00:00:17.780	CleaningCoagulation
00:00:17.800	CleaningCoagulation
00:00:17.820	CleaningCoagulation
00:00:17.840	CleaningCoagulation
00:00:17.860	CleaningCoagulation
00:00:17.880	CleaningCoagulation
00:00:17.900	CleaningCoagulation
00:00:17.920	CleaningCoagulation
00:00:17.940	CleaningCoagulation
00:00:17.960	CleaningCoagulation
00:00:17.980	CleaningCoagulation
00:00:18.000	CleaningCoagulation
00:00:18.020	CleaningCoagulation
00:00:18.040	CleaningCoagulation
00:00:18.060	CleaningCoagulation
00:00:18.080	CleaningCoagulation
00:00:18.100	CleaningCoagulation
00:00:18.120	CleaningCoagulation
00:00:18.140	CleaningCoagulation
00:00:18.160	CleaningCoagulation
00:00:18.180	CleaningCoagulation
00:00:18.200	CleaningCoagulation
00:00:18.220	CleaningCoagulation
00:00:18.240	CleaningCoagulation
00:00:18.260	CleaningCoagulation
00:00:18.280	CleaningCoagulation
00:00:18.300	CleaningCoagulation
00:00:18.320	CleaningCoagulation
00:00:18.340	CleaningCoagulation
00:00:18.360	CleaningCoagulation
00:00:18.380	CleaningCoagulation
00:00:18.400	CleaningCoagulation
00:00:18.420	CleaningCoagulation
00:00:18.440	CleaningCoagulation
00:00:18.460	CleaningCoagulation
00:00:18.480	CleaningCoagulation
00:00:18.500	CleaningCoagulation
00:00:18.520	CleaningCoagulation
00:00:18.540	CleaningCoagulation
00:00:18.560	CleaningCoagulation
00:00:18.580	CleaningCoagulation
00:00:18.600	CleaningCoagulation
00:00:18.620	CleaningCoagulation
00:00:18.640	CleaningCoagulation
00:00:18.660	CleaningCoagulation
00:00:18.680	CleaningCoagulation
00:00:18.700	CleaningCoagulation
00:00:18.720	CleaningCoagulation
00:00:18.740	CleaningCoagulation
00:00:18.760	CleaningCoagulation
00:00:18.780	CleaningCoagulation
00:00:18.800	CleaningCoagulation
00:00:18.820	CleaningCoagulation
00:00:18.840	CleaningCoagulation
00:00:18.860	CleaningCoagulation
00:00:18.880	CleaningCoagulation
00:00:18.900	CleaningCoagulation
00:00:18.920	CleaningCoagulation
00:00:18.940	CleaningCoagulation
00:00:18.960	CleaningCoagulation
00:00:18.980	CleaningCoagulation
00:00:19.000	CleaningCoagulation
00:00:19.020	CleaningCoagulation
00:00:19.040	CleaningCoagulation
00:00:19.060	CleaningCoagulation
00:00:19.080	CleaningCoagulation
00:00:19.100	CleaningCoagulation
00:00:19.120	CleaningCoagulation
00:00:19.140	CleaningCoagulation
00:00:19.160	CleaningCoagulation
00:00:19.180	CleaningCoagulation
00:00:19.200	CleaningCoagulation
00:00:19.220	CleaningCoagulation
00:00:19.240	CleaningCoagulation
00:00:19.260	CleaningCoagulation
00:00:19.280	CleaningCoagulation
00:00:19.300	CleaningCoagulation
00:00:19.320	CleaningCoagulation
00:00:19.340	CleaningCoagulation
00:00:19.360	CleaningCoagulation
00:00:19.380	CleaningCoagulation
00:00:19.400	CleaningCoagulation
00:00:19.420	CleaningCoagulation
00:00:19.440	CleaningCoagulation
00:00:19.460	CleaningCoagulation
00:00:19.480	CleaningCoagulation
00:00:19.500	CleaningCoagulation
00:00:19.520	CleaningCoagulation
00:00:19.540	CleaningCoagulation
00:00:19.560	CleaningCoagulation
00:00:19.580	CleaningCoagulation
00:00:19.600	CleaningCoagulation
00:00:19.620	CleaningCoagulation
00:00:19.640	CleaningCoagulation
00:00:19.660	CleaningCoagulation
00:00:19.680	CleaningCoagulation
00:00:19.700	CleaningCoagulation
00:00:19.720	CleaningCoagulation
00:00:19.740	CleaningCoagulation
00:00:19.760	CleaningCoagulation
00:00:19.780	CleaningCoagulation
00:00:19.800	CleaningCoagulation
00:00:19.820	CleaningCoagulation
00:00:19.840	CleaningCoagulation
00:00:19.860	CleaningCoagulation
00:00:19.880	CleaningCoagulation
00:00:19.900	CleaningCoagulation
00:00:19.920	CleaningCoagulation
00:00:19.940	CleaningCoagulation
00:00:19.960	CleaningCoagulation
00:00:19.980	CleaningCoagulation
00:00:20.000	CleaningCoagulation
00:00:20.020	CleaningCoagulation
00:00:20.040	CleaningCoagulation
00:00:20.060	CleaningCoagulation
00:00:20.080	CleaningCoagulation
00:00:20.100	CleaningCoagulation
00:00:20.120	CleaningCoagulation
00:00:20.140	CleaningCoagulation
00:00:20.160	CleaningCoagulation
00:00:20.180	CleaningCoagulation
00:00:20.200	CleaningCoagulation
00:00:20.220	CleaningCoagulation
00:00:20.240	CleaningCoagulation
00:00:20.260	CleaningCoagulation
00:00:20.280	CleaningCoagulation
00:00:20.300	CleaningCoagulation
00:00:20.320	CleaningCoagulation
00:00:20.340	CleaningCoagulation
00:00:20.360	CleaningCoagulation
00:00:20.380	CleaningCoagulation
00:00:20.400	CleaningCoagulation
00:00:20.420	CleaningCoagulation
00:00:20.440	CleaningCoagulation
00:00:20.460	CleaningCoagulation
00:00:20.480	CleaningCoagulation
00:00:20.500	CleaningCoagulation
00:00:20.520	CleaningCoagulation
00:00:20.540	CleaningCoagulation
00:00:20.560	CleaningCoagulation
00:00:20.580	CleaningCoagulation
00:00:20.600	CleaningCoagulation
00:00:20.620	CleaningCoagulation
00:00:20.640	CleaningCoagulation
00:00:20.660	CleaningCoagulation
00:00:20.680	CleaningCoagulation
00:00:20.700	CleaningCoagulation
00:00:20.720	CleaningCoagulation
00:00:20.740	CleaningCoagulation
00:00:20.760	CleaningCoagulation
00:00:20.780	CleaningCoagulation
00:00:20.800	CleaningCoagulation
00:00:20.820	CleaningCoagulation
00:00:20.840	CleaningCoagulation
00:00:20.860	CleaningCoagulation
00:00:20.880	CleaningCoagulation
00:00:20.900	CleaningCoagulation
00:00:20.920	CleaningCoagulation
00:00:20.940	CleaningCoagulation
00:00:20.960	CleaningCoagulation
00:00:20.980	CleaningCoagulation
00:00:21.000	CleaningCoagulation
00:00:21.020	CleaningCoagulation
00:00:21.040	CleaningCoagulation
00:00:21.060	CleaningCoagulation
00:00:21.080	CleaningCoagulation
00:00:21.100	CleaningCoagulation
00:00:21.120	CleaningCoagulation
00:00:21.140	CleaningCoagulation
00:00:21.160	CleaningCoagulation
00:00:21.180	CleaningCoagulation
00:00:21.200	CleaningCoagulation
00:00:21.220	CleaningCoagulation
00:00:21.240	CleaningCoagulation
00:00:21.260	CleaningCoagulation
00:00:21.280	CleaningCoagulation
00:00:21.300	CleaningCoagulation
00:00:21.320	CleaningCoagulation
00:00:21.340	CleaningCoagulation
00:00:21.360	CleaningCoagulation
00:00:21.380	CleaningCoagulation
00:00:21.400	CleaningCoagulation
00:00:21.420	CleaningCoagulation
00:00:21.440	CleaningCoagulation
00:00:21.460	CleaningCoagulation
00:00:21.480	CleaningCoagulation
00:00:21.500	CleaningCoagulation
00:00:21.520	CleaningCoagulation
00:00:21.540	CleaningCoagulation
00:00:21.560	CleaningCoagulation
00:00:21.580	CleaningCoagulation
00:00:21.600	CleaningCoagulation
00:00:21.620	CleaningCoagulation
00:00:21.640	CleaningCoagulation
00:00:21.660	CleaningCoagulation
00:00:21.680	CleaningCoagulation
00:00:21.700	CleaningCoagulation
00:00:21.720	CleaningCoagulation
00:00:21.740	CleaningCoagulation
00:00:21.760	CleaningCoagulation
00:00:21.780	CleaningCoagulation
00:00:21.800	CleaningCoagulation
00:00:21.820	CleaningCoagulation
00:00:21.840	CleaningCoagulation
00:00:21.860	CleaningCoagulation
00:00:21.880	CleaningCoagulation
00:00:21.900	CleaningCoagulation
00:00:21.920	CleaningCoagulation
00:00:21.940	CleaningCoagulation
00:00:21.960	CleaningCoagulation
00:00:21.980	CleaningCoagulation
00:00:22.000	CleaningCoagulation
00:00:22.020	CleaningCoagulation
00:00:22.040	CleaningCoagulation
00:00:22.060	CleaningCoagulation
00:00:22.080	CleaningCoagulation
00:00:22.100	CleaningCoagulation
00:00:22.120	CleaningCoagulation
00:00:22.140	CleaningCoagulation
00:00:22.160	CleaningCoagulation
00:00:22.180	CleaningCoagulation
00:00:22.200	CleaningCoagulation
00:00:22.220	CleaningCoagulation
00:00:22.240	CleaningCoagulation
00:00:22.260	CleaningCoagulation
00:00:22.280	CleaningCoagulation
00:00:22.300	CleaningCoagulation
00:00:22.320	CleaningCoagulation
00:00:22.340	CleaningCoagulation
00:00:22.360	CleaningCoagulation
00:00:22.380	CleaningCoagulation
00:00:22.400	CleaningCoagulation
00:00:22.420	CleaningCoagulation
00:00:22.440	CleaningCoagulation
00:00:22.460	CleaningCoagulation
00:00:22.480	CleaningCoagulation
00:00:22.500	CleaningCoagulation
00:00:22.520	CleaningCoagulation
00:00:22.540	CleaningCoagulation
00:00:22.560	CleaningCoagulation
00:00:22.580	CleaningCoagulation
00:00:22.600	CleaningCoagulation
00:00:22.620	CleaningCoagulation
00:00:22.640	CleaningCoagulation
00:00:22.660	CleaningCoagulation
00:00:22.680	CleaningCoagulation
00:00:22.700	CleaningCoagulation
00:00:22.720	CleaningCoagulation
00:00:22.740	CleaningCoagulation
00:00:22.760	CleaningCoagulation
00:00:22.780	CleaningCoagulation
00:00:22.800	CleaningCoagulation
00:00:22.820	CleaningCoagulation
00:00:22.840	CleaningCoagulation
00:00:22.860	CleaningCoagulation
00:00:22.880	CleaningCoagulation
00:00:22.900	CleaningCoagulation
00:00:22.920	CleaningCoagulation
00:00:22.940	CleaningCoagulation
00:00:22.960	CleaningCoagulation
00:00:22.980	CleaningCoagulation
00:00:23.000	CleaningCoagulation
00:00:23.020	CleaningCoagulation
00:00:23.040	CleaningCoagulation
00:00:23.060	CleaningCoagulation
00:00:23.080	CleaningCoagulation
00:00:23.100	CleaningCoagulation
00:00:23.120	CleaningCoagulation
00:00:23.140	CleaningCoagulation
00:00:23.160	CleaningCoagulation
00:00:23.180	CleaningCoagulation
00:00:23.200	CleaningCoagulation
00:00:23.220	CleaningCoagulation
00:00:23.240	CleaningCoagulation
00:00:23.260	CleaningCoagulation
00:00:23.280	CleaningCoagulation
00:00:23.300	CleaningCoagulation
00:00:23.320	CleaningCoagulation
00:00:23.340	CleaningCoagulation
00:00:23.360	CleaningCoagulation
00:00:23.380	CleaningCoagulation
00:00:23.400	CleaningCoagulation
00:00:23.420	CleaningCoagulation
00:00:23.440	CleaningCoagulation
00:00:23.460	CleaningCoagulation
00:00:23.480	CleaningCoagulation
00:00:23.500	CleaningCoagulation
00:00:23.520	CleaningCoagulation
00:00:23.540	CleaningCoagulation
00:00:23.560	CleaningCoagulation
00:00:23.580	CleaningCoagulation
00:00:23.600	CleaningCoagulation
00:00:23.620	CleaningCoagulation
00:00:23.640	CleaningCoagulation
00:00:23.660	CleaningCoagulation
00:00:23.680	CleaningCoagulation
00:00:23.700	CleaningCoagulation
00:00:23.720	CleaningCoagulation
00:00:23.740	CleaningCoagulation
00:00:23.760	CleaningCoagulation
00:00:23.780	CleaningCoagulation
00:00:23.800	CleaningCoagulation
00:00:23.820	CleaningCoagulation
00:00:23.840	CleaningCoagulation
00:00:23.860	CleaningCoagulation
00:00:23.880	CleaningCoagulation
00:00:23.900	CleaningCoagulation
00:00:23.920	CleaningCoagulation
00:00:23.940	CleaningCoagulation
00:00:23.960	CleaningCoagulation
00:00:23.980	CleaningCoagulation
00:00:24.000	CleaningCoagulation
00:00:24.020	CleaningCoagulation
00:00:24.040	CleaningCoagulation
00:00:24.060	CleaningCoagulation
00:00:24.080	CleaningCoagulation
00:00:24.100	CleaningCoagulation
00:00:24.120	CleaningCoagulation
00:00:24.140	CleaningCoagulation
00:00:24.160	CleaningCoagulation
00:00:24.180	CleaningCoagulation
00:00:24.200	CleaningCoagulation
00:00:24.220	CleaningCoagulation
00:00:24.240	CleaningCoagulation
00:00:24.260	CleaningCoagulation
00:00:24.280	CleaningCoagulation
00:00:24.300	CleaningCoagulation
00:00:24.320	CleaningCoagulation
00:00:24.340	CleaningCoagulation
00:00:24.360	CleaningCoagulation
00:00:24.380	CleaningCoagulation
00:00:24.400	CleaningCoagulation
00:00:24.420	CleaningCoagulation
00:00:24.440	CleaningCoagulation
00:00:24.460	CleaningCoagulation
00:00:24.480	CleaningCoagulation
00:00:24.500	CleaningCoagulation
00:00:24.520	CleaningCoagulation
00:00:24.540	CleaningCoagulation
00:00:24.560	CleaningCoagulation
00:00:24.580	CleaningCoagulation
00:00:24.600	CleaningCoagulation
00:00:24.620	CleaningCoagulation
00:00:24.640	CleaningCoagulation
00:00:24.660	CleaningCoagulation
00:00:24.680	CleaningCoagulation
00:00:24.700	CleaningCoagulation
00:00:24.720	CleaningCoagulation
00:00:24.740	CleaningCoagulation
00:00:24.760	CleaningCoagulation
00:00:24.780	CleaningCoagulation
00:00:24.800	CleaningCoagulation
00:00:24.820	CleaningCoagulation
00:00:24.840	CleaningCoagulation
00:00:24.860	CleaningCoagulation
00:00:24.880	CleaningCoagulation
00:00:24.900	CleaningCoagulation
00:00:24.920	CleaningCoagulation
00:00:24.940	CleaningCoagulation
00:00:24.960	CleaningCoagulation
00:00:24.980	CleaningCoagulation
00:00:25.000	CleaningCoagulation
00:00:25.020	CleaningCoagulation
00:00:25.040	CleaningCoagulation
00:00:25.060	CleaningCoagulation
00:00:25.080	CleaningCoagulation
00:00:25.100	CleaningCoagulation
00:00:25.120	CleaningCoagulation
00:00:25.140	CleaningCoagulation
00:00:25.160	CleaningCoagulation
00:00:25.180	CleaningCoagulation
00:00:25.200	CleaningCoagulation
00:00:25.220	CleaningCoagulation
00:00:25.240	CleaningCoagulation
00:00:25.260	CleaningCoagulation
00:00:25.280	CleaningCoagulation
00:00:25.300	CleaningCoagulation
00:00:25.320	CleaningCoagulation
00:00:25.340	CleaningCoagulation
00:00:25.360	CleaningCoagulation
00:00:25.380	CleaningCoagulation
00:00:25.400	CleaningCoagulation
00:00:25.420	CleaningCoagulation
00:00:25.440	CleaningCoagulation
00:00:25.460	CleaningCoagulation
00:00:25.480	CleaningCoagulation
00:00:25.500	CleaningCoagulation
00:00:25.520	CleaningCoagulation
00:00:25.540	CleaningCoagulation
00:00:25.560	CleaningCoagulation
00:00:25.580	CleaningCoagulation
00:00:25.600	CleaningCoagulation
00:00:25.620	CleaningCoagulation
00:00:25.640	CleaningCoagulation
00:00:25.660	CleaningCoagulation
00:00:25.680	CleaningCoagulation
00:00:25.700	CleaningCoagulation
00:00:25.720	CleaningCoagulation
00:00:25.740	CleaningCoagulation
00:00:25.760	CleaningCoagulation
00:00:25.780	CleaningCoagulation
00:00:25.800	CleaningCoagulation
00:00:25.820	CleaningCoagulation
00:00:25.840	CleaningCoagulation
00:00:25.860	CleaningCoagulation
00:00:25.880	CleaningCoagulation
00:00:25.900	CleaningCoagulation
00:00:25.920	CleaningCoagulation
00:00:25.940	CleaningCoagulation
00:00:25.960	CleaningCoagulation
00:00:25.980	CleaningCoagulation
00:00:26.000	CleaningCoagulation
00:00:26.020	CleaningCoagulation
00:00:26.040	CleaningCoagulation
00:00:26.060	CleaningCoagulation
00:00:26.080	CleaningCoagulation
00:00:26.100	CleaningCoagulation
00:00:26.120	CleaningCoagulation
00:00:26.140	CleaningCoagulation
00:00:26.160	CleaningCoagulation
00:00:26.180	CleaningCoagulation
00:00:26.200	CleaningCoagulation
00:00:26.220	CleaningCoagulation
00:00:26.240	CleaningCoagulation
00:00:26.260	CleaningCoagulation
00:00:26.280	CleaningCoagulation
00:00:26.300	CleaningCoagulation
00:00:26.320	CleaningCoagulation
00:00:26.340	CleaningCoagulation
00:00:26.360	CleaningCoagulation
00:00:26.380	CleaningCoagulation
00:00:26.400	CleaningCoagulation
00:00:26.420	CleaningCoagulation
00:00:26.440	CleaningCoagulation
00:00:26.460	CleaningCoagulation
00:00:26.480	CleaningCoagulation
00:00:26.500	CleaningCoagulation
00:00:26.520	CleaningCoagulation
00:00:26.540	CleaningCoagulation
00:00:26.560	CleaningCoagulation
00:00:26.580	CleaningCoagulation
00:00:26.600	CleaningCoagulation
00:00:26.620	CleaningCoagulation
00:00:26.640	CleaningCoagulation
00:00:26.660	CleaningCoagulation
00:00:26.680	CleaningCoagulation
00:00:26.700	CleaningCoagulation
00:00:26.720	CleaningCoagulation
00:00:26.740	CleaningCoagulation
00:00:26.760	CleaningCoagulation
00:00:26.780	CleaningCoagulation
00:00:26.800	CleaningCoagulation
00:00:26.820	CleaningCoagulation
00:00:26.840	CleaningCoagulation
00:00:26.860	CleaningCoagulation
00:00:26.880	CleaningCoagulation
00:00:26.900	CleaningCoagulation
00:00:26.920	CleaningCoagulation
00:00:26.940	CleaningCoagulation
00:00:26.960	CleaningCoagulation
00:00:26.980	CleaningCoagulation
00:00:27.000	CleaningCoagulation
00:00:27.020	CleaningCoagulation
00:00:27.040	CleaningCoagulation
00:00:27.060	CleaningCoagulation
00:00:27.080	CleaningCoagulation
00:00:27.100	CleaningCoagulation
00:00:27.120	CleaningCoagulation
00:00:27.140	CleaningCoagulation
00:00:27.160	CleaningCoagulation
00:00:27.180	CleaningCoagulation
00:00:27.200	CleaningCoagulation
00:00:27.220	CleaningCoagulation
00:00:27.240	CleaningCoagulation
00:00:27.260	CleaningCoagulation
00:00:27.280	CleaningCoagulation
00:00:27.300	CleaningCoagulation
00:00:27.320	CleaningCoagulation
00:00:27.340	CleaningCoagulation
00:00:27.360	CleaningCoagulation
00:00:27.380	CleaningCoagulation
00:00:27.400	CleaningCoagulation
00:00:27.420	CleaningCoagulation
00:00:27.440	CleaningCoagulation
00:00:27.460	CleaningCoagulation
00:00:27.480	CleaningCoagulation
00:00:27.500	CleaningCoagulation
00:00:27.520	CleaningCoagulation
00:00:27.540	CleaningCoagulation
00:00:27.560	CleaningCoagulation
00:00:27.580	CleaningCoagulation
00:00:27.600	CleaningCoagulation
00:00:27.620	CleaningCoagulation
00:00:27.640	CleaningCoagulation
00:00:27.660	CleaningCoagulation
00:00:27.680	CleaningCoagulation
00:00:27.700	CleaningCoagulation
00:00:27.720	CleaningCoagulation
00:00:27.740	CleaningCoagulation
00:00:27.760	CleaningCoagulation
00:00:27.780	CleaningCoagulation
00:00:27.800	CleaningCoagulation
00:00:27.820	CleaningCoagulation
00:00:27.840	CleaningCoagulation
00:00:27.860	CleaningCoagulation
00:00:27.880	CleaningCoagulation
00:00:27.900	CleaningCoagulation
00:00:27.920	CleaningCoagulation
00:00:27.940	CleaningCoagulation
00:00:27.960	CleaningCoagulation
00:00:27.980	CleaningCoagulation
00:00:28.000	CleaningCoagulation
00:00:28.020	CleaningCoagulation
00:00:28.040	CleaningCoagulation
00:00:28.060	CleaningCoagulation
00:00:28.080	CleaningCoagulation
00:00:28.100	CleaningCoagulation
00:00:28.120	CleaningCoagulation
00:00:28.140	CleaningCoagulation
00:00:28.160	CleaningCoagulation
00:00:28.180	CleaningCoagulation
00:00:28.200	CleaningCoagulation
00:00:28.220	CleaningCoagulation
00:00:28.240	CleaningCoagulation
00:00:28.260	CleaningCoagulation
00:00:28.280	CleaningCoagulation
00:00:28.300	CleaningCoagulation
00:00:28.320	CleaningCoagulation
00:00:28.340	CleaningCoagulation
00:00:28.360	GallbladderExtraction
00:00:28.380	GallbladderExtraction
00:00:28.400	GallbladderExtraction
00:00:28.420	GallbladderExtraction
00:00:28.440	GallbladderExtraction
00:00:28.460	GallbladderExtraction
00:00:28.480	GallbladderExtraction
00:00:28.500	GallbladderExtraction
00:00:28.520	GallbladderExtraction
00:00:28.540	GallbladderExtraction
00:00:28.560	GallbladderExtraction
00:00:28.580	GallbladderExtraction
00:00:28.600	GallbladderExtraction
00:00:28.620	GallbladderExtraction
00:00:28.640	GallbladderExtraction
00:00:28.660	GallbladderExtraction
00:00:28.680	GallbladderExtraction
00:00:28.700	GallbladderExtraction
00:00:28.720	GallbladderExtraction
00:00:28.740	GallbladderExtraction
00:00:28.760	GallbladderExtraction
00:00:28.780	GallbladderExtraction
00:00:28.800	GallbladderExtraction
00:00:28.820	GallbladderExtraction
00:00:28.840	GallbladderExtraction
00:00:28.860	GallbladderExtraction
00:00:28.880	GallbladderExtraction
00:00:28.900	GallbladderExtraction
00:00:28.920	GallbladderExtraction
00:00:28.940	GallbladderExtraction
00:00:28.960	GallbladderExtraction
00:00:28.980	GallbladderExtraction
00:00:29.000	GallbladderExtraction
00:00:29.020	GallbladderExtraction
00:00:29.040	GallbladderExtraction
00:00:29.060	GallbladderExtraction
00:00:29.080	GallbladderExtraction
00:00:29.100	GallbladderExtraction
00:00:29.120	GallbladderExtraction
00:00:29.140	GallbladderExtraction
00:00:29.160	GallbladderExtraction
00:00:29.180	GallbladderExtraction
00:00:29.200	GallbladderExtraction
00:00:29.220	GallbladderExtraction
00:00:29.240	GallbladderExtraction
00:00:29.260	GallbladderExtraction
00:00:29.280	GallbladderExtraction
00:00:29.300	GallbladderExtraction
00:00:29.320	GallbladderExtraction
00:00:29.340	GallbladderExtraction
00:00:29.360	GallbladderExtraction
00:00:29.380	GallbladderExtraction
00:00:29.400	GallbladderExtraction
00:00:29.420	GallbladderExtraction
